Row,Load_F1,RT_F1,Util_F1,Cold_F1
row_sim_276,496.63689161969774,0.24050612241482117,0.0,3.861600247142416e-05
row_sim_277,854.1960110096896,0.2412843537250946,0.0,6.652474720596061e-05
row_sim_278,460.8825049064163,0.24038775046675273,0.0,3.597122302158273e-05
row_sim_279,346.51441649288165,0.23943831320395448,0.0,2.7042375402255336e-05
row_sim_280,63.492991608503274,0.011732825023674065,0.61673,1e-05
row_sim_281,166.23345772232213,0.22830811908190504,0.0,1.2989205969839063e-05
row_sim_282,523.9656807340112,0.24084511464770755,0.0,4.0928252772889126e-05
row_sim_283,160.1931287848948,0.22603095460646286,0.0,1.2554770184931765e-05
row_sim_284,1773.451891142108,0.24221920371067354,0.0,0.0001383891502906172
row_sim_285,2042.159544672179,0.2419883423435319,0.0,0.00015928639694170118
row_sim_286,1180.921688973243,0.24184214797234596,0.0,9.195402298850575e-05
row_sim_287,954.0073913013006,0.24166611790618814,0.0,7.447680047665153e-05
row_sim_288,1513.603484754839,0.24196657650716877,0.0,0.0001180637544273908
row_sim_289,2625.021076456714,0.242265800238744,0.0,0.0002046245140167792
row_sim_290,2553.402323885277,0.24198359919590925,0.0,0.0001990049751243781
row_sim_291,130.4730122852752,0.1544546406423064,0.01173,1.033784063184882e-05
row_sim_292,544.5361538690923,0.2406162127381657,0.0,4.2452029206996094e-05
row_sim_293,710.2727760696328,0.2412610235889895,0.0,5.5358724534986716e-05
row_sim_294,748.2002581178438,0.24113556679090578,0.0,5.8278454455387845e-05
row_sim_295,1713.719393595731,0.24221249559676722,0.0,0.00013374348000534973
row_sim_296,1248.8164639882916,0.2419559464519361,0.0,9.731413001167769e-05
row_sim_297,147.80989707678557,0.21578934066025554,4e-05,1.155548365476837e-05
row_sim_298,1120.8737346717917,0.24186013559534775,0.0,8.74355163067238e-05
row_sim_299,1571.2826585054756,0.24193564267171694,0.0,0.00012253400318588408
row_sim_300,305.0606251160027,0.2387759632434531,0.0,2.3825975078030068e-05
row_sim_301,2500.3839884379895,0.24217032198680966,0.0,0.0001945903872348706
row_sim_302,155.93300130198952,0.22392750742342554,0.0,1.2243648607284971e-05
row_sim_303,2774.529364960735,0.24227405903194943,0.0,0.00021593608291945585
row_sim_304,297.38446908254747,0.23879731899500695,0.0,2.3215322112594312e-05
row_sim_305,2530.7326760456785,0.24228665044279984,0.0,0.00019727756954034326
row_sim_306,2707.964299125655,0.24193053581119833,0.0,0.00021088148460565162
row_sim_307,2938.7130632257486,0.2418797771206005,0.0,0.0002288329519450801
row_sim_308,2406.087539526767,0.2417153652454376,0.0,0.00018744142455482662
row_sim_309,2338.443648436948,0.24150826476907014,0.0,0.00018188432157148054
row_sim_310,1927.467703822843,0.2418469592417652,0.0,0.00015008254539996998
row_sim_311,2337.000113916658,0.24176507030902267,0.0,0.00018178512997636792
